,Адыгея,63.6396120229627
,Алтайский край,93.927662645963
,Амурская область,94.3283095604118
,Архангельская область,95.580243339124
,Астраханская область,67.5739132715968
,Башкортостан,36.0504890910555
,Белгородская область,94.3661262171535
,Брянская область,96.7031913261392
,Бурятия,66.0504375907066
,Владимирская область,95.5820106016319
,Волгоградская область,90.0076005020229
,Вологодская область,97.2660112086984
,Воронежская область,95.5028946373578
,Дагестан,3.59704393670558
,Еврейская автономная область,92.7393675532346
,Забайкальский край,89.9067817345919
,Ивановская область,95.5749531421806
,Ингушетия,0.784850792906804
,Иркутская область,91.407017715885
,Кабардино-Балкария,22.5208996467173
,Калининградская область,86.4275070145841
,Калмыкия,30.2131544532608
,Калужская область,93.0800802880774
,Камчатский край,85.9228898450654
,Карачаево-Черкесия,31.6268235095708
,Карелия,82.1888134078502
,Кемеровская область,93.6987392307135
,Кировская область,91.8791600388136
,Костромская область,96.597596404539
,Краснодарский край,88.2530892743205
,Красноярский край,91.3169470509605
,Крым,65.1962064
,Курганская область,92.4709527498064
,Курская область,96.4818091531788
,Ленинградская область,92.7461159300702
,Липецкая область,96.2632229701882
,Магаданская область,84.1318901003512
,Марий Эл,47.4003895339181
,Мордовия,53.3592992801845
,Москва,91.6504446847336
,Московская область,92.917758416932
,Мурманская область,88.9718461058974
,Ненецкий автономный округ,66.1257103153924
,Нижегородская область,95.1476448543685
,Новгородская область,95.0601888377065
,Новосибирская область,93.1049423624546
,Омская область,85.8318139184135
,Оренбургская область,75.8767376585608
,Орловская область,96.0429752023154
,Пензенская область,86.8020996304275
,Пермский край,87.108554229415
,Приморский край,92.5159944136854
,Псковская область,95.0121225105696
,Республика Алтай,56.6263515113251
,Республика Коми,65.0779641415282
,Республика Тыва,16.268836985819
,Ростовская область,90.3449004710751
,Рязанская область,95.1119529126281
,Самарская область,85.5517473246522
,Санкт-Петербург,92.4768006730484
,Саратовская область,87.554039171124
,Сахалинская область,86.4640522600003
,Свердловская область,90.6531957904619
,Севастополь,81.0705268
,Северная Осетия,20.8218022346385
,Смоленская область,94.6609397508686
,Ставропольский край,80.891931872788
,Тамбовская область,96.9896734830532
,Татарстан,39.7141758252223
,Тверская область,93.451646238195
,Томская область,92.053397021882
,Тульская область,95.3092500262361
,Тюменская область,73.3197691237275
,Удмуртия,62.2204206534331
,Ульяновская область,73.5786903353637
,Хабаровский край,91.8112615230391
,Хакасия,81.656591192903
,Ханты-Мансийский автономный округ,68.1053489079473
,Челябинская область,83.7973890407462
,Чечня,1.92518756800376
,Чувашия,26.8600390511404
,Чукотский автономный округ,52.4918334868917
,Якутия,37.8370195064751
,Ямало-Ненецкий автономный округ,61.7386280216943
,Ярославская область,95.9655889188983